167.2639631641554	35.394947795275556	37.73475082032881
224.4707123256335	70.52502453056668	37.73823877084769
266.293294120345	97.53884865309064	35.59218102954657
303.4848901363273	122.46533405175205	34.572267528442225
355.7552715580244	154.83381628398988	34.47994248674716
407.02896913547977	186.4685533421118	34.32084703500147
457.0957931708982	222.88825644960588	34.214543685377365
510.04937887147406	249.80287556666002	34.318368112166866
561.1882422962542	281.5175526096868	34.281321579555566
611.8848156663308	312.968234121796	34.31059530211493
