3.082530 0.000000
3.082530 0.025000
3.083374 0.025000
3.083374 0.050000
3.095551 0.050000
3.095551 0.075000
3.107204 0.075000
3.107204 0.100000
3.116135 0.100000
3.116135 0.125000
3.128719 0.125000
3.128719 0.150000
3.140147 0.150000
3.140147 0.175000
3.140667 0.175000
3.140667 0.200000
3.156541 0.200000
3.156541 0.225000
3.212611 0.225000
3.212611 0.250000
3.333311 0.250000
3.333311 0.275000
6.076756 0.275000
6.076756 0.300000
6.076896 0.300000
6.076896 0.325000
6.077151 0.325000
6.077151 0.350000
6.077292 0.350000
6.077292 0.375000
6.087938 0.375000
6.087938 0.400000
6.090655 0.400000
6.090655 0.425000
6.092652 0.425000
6.092652 0.450000
6.094069 0.450000
6.094069 0.475000
6.097110 0.475000
6.097110 0.500000
6.099019 0.500000
6.099019 0.525000
6.100258 0.525000
6.100258 0.550000
6.113532 0.550000
6.113532 0.575000
6.119679 0.575000
6.119679 0.600000
6.121835 0.600000
6.121835 0.625000
6.137296 0.625000
6.137296 0.650000
6.145166 0.650000
6.145166 0.675000
6.163140 0.675000
6.163140 0.700000
6.166424 0.700000
6.166424 0.725000
6.174629 0.725000
6.174629 0.750000
6.190765 0.750000
6.190765 0.775000
6.268412 0.775000
6.268412 0.800000
6.270432 0.800000
6.270432 0.825000
6.279867 0.825000
6.279867 0.850000
9.090560 0.850000
9.090560 0.875000
9.096790 0.875000
9.096790 0.900000
9.166622 0.900000
9.166622 0.925000
9.362272 0.925000
9.362272 0.950000
12.143688 0.950000
12.143688 0.975000
21.125718 0.975000
21.125718 1.000000
