0.000000 0.000000
0.000000 0.011628
0.000000 0.011628
0.000000 0.023256
0.000000 0.023256
0.000000 0.034884
0.000000 0.034884
0.000000 0.046512
0.000000 0.046512
0.000000 0.058140
0.001406 0.058140
0.001406 0.069767
0.001670 0.069767
0.001670 0.081395
0.001913 0.081395
0.001913 0.093023
0.002992 0.093023
0.002992 0.104651
0.004538 0.104651
0.004538 0.116279
0.005372 0.116279
0.005372 0.127907
0.005630 0.127907
0.005630 0.139535
0.005730 0.139535
0.005730 0.151163
0.006235 0.151163
0.006235 0.162791
0.006775 0.162791
0.006775 0.174419
0.006819 0.174419
0.006819 0.186047
0.007187 0.186047
0.007187 0.197674
0.007350 0.197674
0.007350 0.209302
0.008971 0.209302
0.008971 0.220930
0.012231 0.220930
0.012231 0.232558
0.013066 0.232558
0.013066 0.244186
0.013525 0.244186
0.013525 0.255814
0.014096 0.255814
0.014096 0.267442
0.014103 0.267442
0.014103 0.279070
0.016008 0.279070
0.016008 0.290698
0.016241 0.290698
0.016241 0.302326
0.016847 0.302326
0.016847 0.313953
0.019120 0.313953
0.019120 0.325581
0.019264 0.325581
0.019264 0.337209
0.025524 0.337209
0.025524 0.348837
0.026400 0.348837
0.026400 0.360465
0.027087 0.360465
0.027087 0.372093
0.027853 0.372093
0.027853 0.383721
0.030331 0.383721
0.030331 0.395349
0.031243 0.395349
0.031243 0.406977
0.033336 0.406977
0.033336 0.418605
0.034389 0.418605
0.034389 0.430233
0.035005 0.430233
0.035005 0.441860
0.035138 0.441860
0.035138 0.453488
0.036490 0.453488
0.036490 0.465116
0.036519 0.465116
0.036519 0.476744
0.040375 0.476744
0.040375 0.488372
0.040527 0.488372
0.040527 0.500000
0.040799 0.500000
0.040799 0.511628
0.042387 0.511628
0.042387 0.523256
0.045518 0.523256
0.045518 0.534884
0.048337 0.534884
0.048337 0.546512
0.048638 0.546512
0.048638 0.558140
0.049643 0.558140
0.049643 0.569767
0.055939 0.569767
0.055939 0.581395
0.060566 0.581395
0.060566 0.593023
0.062399 0.593023
0.062399 0.604651
0.065916 0.604651
0.065916 0.616279
0.068650 0.616279
0.068650 0.627907
0.071505 0.627907
0.071505 0.639535
0.073424 0.639535
0.073424 0.651163
0.074208 0.651163
0.074208 0.662791
0.080195 0.662791
0.080195 0.674419
0.080211 0.674419
0.080211 0.686047
0.083397 0.686047
0.083397 0.697674
0.085672 0.697674
0.085672 0.709302
0.093146 0.709302
0.093146 0.720930
0.098785 0.720930
0.098785 0.732558
0.127705 0.732558
0.127705 0.744186
0.136943 0.744186
0.136943 0.755814
0.142605 0.755814
0.142605 0.767442
0.161423 0.767442
0.161423 0.779070
0.165655 0.779070
0.165655 0.790698
0.178248 0.790698
0.178248 0.802326
0.187318 0.802326
0.187318 0.813953
0.194874 0.813953
0.194874 0.825581
0.195179 0.825581
0.195179 0.837209
0.200959 0.837209
0.200959 0.848837
0.208230 0.848837
0.208230 0.860465
0.209479 0.860465
0.209479 0.872093
0.214673 0.872093
0.214673 0.883721
0.238967 0.883721
0.238967 0.895349
0.259216 0.895349
0.259216 0.906977
0.270040 0.906977
0.270040 0.918605
0.306346 0.918605
0.306346 0.930233
0.321706 0.930233
0.321706 0.941860
0.400727 0.941860
0.400727 0.953488
0.494339 0.953488
0.494339 0.965116
0.507860 0.965116
0.507860 0.976744
0.740330 0.976744
0.740330 0.988372
0.785326 0.988372
0.785326 1.000000
