(31.0647086184785, 0.9169476694008606)
(32.27598638426854, 0.9177735120423952)
(31.302512686241496, 0.9280862065376394)
(30.79412290863428, 0.9358027864051813)
(30.776822464369843, 0.9265209827219759)
(32.24163162486864, 0.9181454626946479)
(32.530115879040544, 0.9569779630318992)
(30.56572536388163, 0.8273057667723447)
(32.25651013266152, 0.9171523304954099)
(31.008625059477637, 0.9349994463561475)
(29.68428779546445, 0.8824486870258818)
(29.24262291394458, 0.8115517345607136)
(31.581733614620667, 0.947570525119951)
(31.61401621081406, 0.9361242019353387)
(29.678035313849385, 0.8967660284509064)
(29.162896707970994, 0.8540150003752716)
(32.44660015015875, 0.9241693205680451)
(29.112899032113297, 0.8268684245870825)
(29.495459541242536, 0.8038401957060304)
(28.807577601752882, 0.785714255418375)
(30.859377144805794, 0.8252424477360496)
(31.084308898880945, 0.9180662098560206)
(29.920657857027244, 0.9161513049427891)
(31.07876373350348, 0.9392284436623127)
(31.49113735490546, 0.90646280328665)
(29.263655347715307, 0.8176067728309537)
(30.588718910159308, 0.9055846879695403)
(29.8478278903102, 0.8301109176517445)
(29.335219881284612, 0.7788399037212944)
(32.1321858013548, 0.9593331803583418)
(29.70709736492887, 0.8529517269876289)
(31.41861246142672, 0.9334774942412167)
(30.205502696503697, 0.9060732114232876)
(30.055780223056292, 0.9195844157891729)
(29.74549457920055, 0.8525838795576719)
(29.76829312399395, 0.8806204622785131)
(31.563802757695445, 0.9339206001704888)
(31.95797140438918, 0.9509835816474036)
(31.46329814169729, 0.9419051884017197)
(29.401629898283893, 0.7720006946204039)
(33.374050748265326, 0.9575546382440884)
(31.58489131080919, 0.9451862817949959)
(29.44463153857255, 0.8216986728731818)
(31.283622454934694, 0.9326910328739304)
(29.745963082903664, 0.8666533941751304)
(29.16491634864679, 0.8478431796129142)
(31.26326423975015, 0.9261934595888844)
(32.698433497345036, 0.9247018715345413)
(28.84444734970198, 0.7943541185188113)
(29.422935396562004, 0.8835806670785626)
(29.652181254442738, 0.8286965275346747)
(31.69671694944644, 0.9521590759458365)
(29.152422481389486, 0.7866056562927812)
(29.759059158116152, 0.8504005765301815)
(28.905634988240863, 0.7714499681845246)
(29.61240180725997, 0.9068715764101656)
(29.03828936349457, 0.801699002032188)
(32.26785887294777, 0.9184277093283281)
(29.1874481299129, 0.8433455306166951)
(29.437015435588112, 0.7999019348388783)
(31.566907746047757, 0.9475754204335151)
(30.451070577506375, 0.9120081384716566)
(28.854152447752178, 0.7656011665261112)
(32.45862445155715, 0.9551999216355365)
(29.320185931563035, 0.8113249376009699)
(32.48053462415885, 0.9103162789985669)
(29.69513895228346, 0.9160038819739986)
(32.2442015415354, 0.9173360904610423)
(31.29168721628851, 0.9348706177598248)
(30.629180550273457, 0.8450232171917872)
(31.473008031039633, 0.9033429558314996)
(30.493952558824287, 0.9153872570572356)
(30.814079955784113, 0.9358519905018298)
(31.84304732896671, 0.9169782008552916)
(29.622071593438154, 0.8327549705571616)
(31.544955384182526, 0.9267419379207072)
(29.276037894557845, 0.8174543000848421)
(29.554407351089075, 0.8992529020234821)
(31.05219726123949, 0.9388128165098819)
(30.67217541220632, 0.9291472441375206)
(28.91456756094696, 0.797015366466426)
(32.095148010840084, 0.9506390416322834)
(29.716742298628695, 0.8805590318003449)
(30.18252143613367, 0.9062251249021093)
(31.604190552925463, 0.943457059628392)
(31.544615010565824, 0.9284923743777498)
(30.013775017965365, 0.9089835402168852)
(29.183630082737718, 0.7874991476180345)
(29.323489802581236, 0.834882163933563)
(32.47196859206907, 0.9080815646446666)
(29.157156125648296, 0.8105275256494058)
(31.7902114888427, 0.9532569087288739)
(29.737114585700883, 0.8399712654159553)
(32.14278833113762, 0.9169797672495748)
(29.68770045863815, 0.9189818744947454)
(29.980345337143834, 0.9098215298924086)
(32.22918050801799, 0.9205359424827079)
(32.74470750067949, 0.9162210551667174)
(31.720463948273135, 0.9351308111596975)
(32.15742819551115, 0.9144691861613511)
(30.357224454929153, 0.9047614753367199)
(31.571113410489904, 0.928472451539798)
(31.310733503002798, 0.9309571899019593)
(30.785535252920603, 0.9352883448789784)
(28.81719788944188, 0.765732044463056)
(31.06131444483376, 0.9302271168952577)
(29.163197176246637, 0.8149719688864138)
(31.673678265892534, 0.9389330605070565)
(30.863640669277565, 0.9021673217467303)
(32.33030862064218, 0.9201462403370608)
(29.480493196558353, 0.9053525748616096)
(28.74714656569949, 0.768046910051777)
(32.13571219496711, 0.9164205630283653)
(30.964792071296255, 0.9331228186390477)
(31.781469603945837, 0.9199934830897599)
(28.794208219322872, 0.772025522893703)
(31.193589100643102, 0.9259032833331557)
(29.203712016302738, 0.7950158269330729)
(32.25133917352068, 0.905612494538208)
(30.61868185569375, 0.906256794343979)
(31.478923676221505, 0.9335558118035134)
(31.68628035626845, 0.9491166526486741)
(29.677412599357943, 0.8510287378297426)
(30.753138849094547, 0.9339605948857007)
(31.4368149582359, 0.9330038659766399)
(31.351967105034568, 0.9291930410890582)
(31.608917224905795, 0.9324355768447442)
(31.381628102854243, 0.9388832385878133)
(31.26199778581904, 0.9476342643244011)
(30.621800240407538, 0.8408007289598013)
(29.80314295487727, 0.8808826386910991)
(31.262905882759284, 0.9328348595666341)
(31.83176432617788, 0.9481338395561374)
(29.849194530522908, 0.8935514969722798)
(29.574887278508683, 0.9026994137884443)
(31.50409242216972, 0.9103640059893553)
(29.439488827971232, 0.8794814075755101)
(29.41560598507806, 0.9051497413481401)
(31.26573859098272, 0.9243240589908065)
(29.90054162623807, 0.8888959498910234)
(29.181372729807393, 0.7909267450772582)
(30.797175691697536, 0.9257328345845418)
(32.35466420070506, 0.9101100980331702)
(31.27343657095453, 0.9387441603515498)
(31.446165486087953, 0.914572448537745)
(30.577332333302234, 0.817808290181878)
(30.927661539983692, 0.8604817975637606)
(31.280576331237548, 0.9249293435091946)
(31.71932282512786, 0.9359758161651733)
(32.19711667194067, 0.9083227710889002)
(29.631891881158413, 0.831315311698035)
(31.54526349858992, 0.916956046365964)
(29.523750510501596, 0.8049883411461911)
(30.87021165116151, 0.9306331885731385)
(29.28865103373443, 0.8167187854500231)
(32.81520937343987, 0.9486033983179261)
(32.70393140374212, 0.913462923164635)
(31.92702900764904, 0.953449288643768)
(31.92044148068643, 0.9558463075590777)
(29.916798464723744, 0.8422102035846936)
(30.581748446517317, 0.8159999338848146)
(29.495744229207457, 0.9089187704503668)
(30.70978092481598, 0.8202833144870644)
(28.866595031956173, 0.7778836979292983)
(29.49626144705716, 0.7994615537281459)
(29.476793821910825, 0.8019709062074047)
(29.602103016131295, 0.8268753297013128)
(30.46333143520535, 0.9159572057856947)
(31.725256871215972, 0.9429520366062086)
(30.541256355876378, 0.9177068333118827)
(32.39521465453028, 0.9049365337149746)
(29.133834896732203, 0.782721944995842)
(32.47225262564815, 0.9244287174416156)
(29.350323073296735, 0.834634610143445)
(32.0964720115377, 0.9594517709476124)
(29.15331527132387, 0.7971758521688875)
(29.475231386527522, 0.8365595299213885)
(30.645694966082885, 0.8211113549256321)
(31.254234439901623, 0.9379367925011807)
(31.83726236029999, 0.9503566395948829)
(29.694763306320514, 0.8374495132245017)
(30.786858828917186, 0.9339366817871672)
(29.84428583239627, 0.8410498465083508)
(29.617568117929064, 0.8274043673440511)
(32.927359112218134, 0.9229893113398071)
(31.1070576365261, 0.9334034715829121)
(30.822088152420214, 0.8573248566422285)
(31.063063375283356, 0.8616723727811437)
(28.80481027171279, 0.759051630977238)
(28.75233770940103, 0.800074368178532)
(29.29640443377985, 0.8238221757956692)
(30.984871187618218, 0.9297328477568745)
(31.06201213764653, 0.8621686750517122)
(29.67853106167937, 0.8738871586602599)
(30.824121118224326, 0.9301603499222982)
(30.37057848806579, 0.9075292734985756)
(32.7671038863593, 0.9148946160955511)
(29.47115908415499, 0.8050686345665206)
(32.03640624106819, 0.9544012974108795)
(29.73224312494789, 0.924698234268045)
(30.32373860170694, 0.9096103678973998)
(30.004049740449375, 0.9094976949599648)
(32.87536552485128, 0.9504717199605754)
(30.000967743218983, 0.9178432757200424)
(31.606569141358452, 0.9299225534534031)
(32.23158593566438, 0.9017436775454278)
(29.504602532982368, 0.8560249953413218)
(31.528664641277146, 0.94427787492829)
(31.05686564458935, 0.9328454609789745)
(32.46813052841695, 0.9556258350359073)
(29.227786818386384, 0.8100222859249377)
(32.23962298113788, 0.9165350340754923)
(29.352062149194992, 0.8218089454820989)
(30.827096234692846, 0.9233617533057938)
(30.01011508563003, 0.9097682648064908)
(29.574249512568173, 0.9015631951980745)
(31.530318051480812, 0.9454818633932089)
(30.43634564237197, 0.9079333092756696)
(32.43383666403836, 0.9236748369752709)
(31.472428191067472, 0.9426226515656723)
(29.36929987075871, 0.907375171526286)
(31.79582482863603, 0.945702171892834)
(29.142442458581957, 0.7993361295654386)
(29.680769258913035, 0.84850716019807)
(30.840936226643873, 0.9386482779915579)
(28.927337200028283, 0.8135591615918787)
(31.435221207577605, 0.944888897560721)
(30.187046753610687, 0.9067294310119343)
(31.11793052681213, 0.9273925671568183)
(31.728428174801067, 0.9326861084272426)
(29.680112897996462, 0.8907803515191681)
(29.261553888060345, 0.8158579730627177)
(30.01264587953226, 0.9089098543118921)
(31.719637362741615, 0.9484884624367766)
(28.823507813634073, 0.7855158160375774)
(29.231950819454585, 0.8172841984933145)
(30.617483735029538, 0.9061139103238746)
(31.472050612292403, 0.9082002835430465)
(29.4650574901572, 0.801587104618732)
(31.109351552677587, 0.9272709804986677)
(29.14763046428567, 0.7942255022129782)
(32.48632154171298, 0.9116849999685622)
(30.487203676747804, 0.9173797433448371)
(29.93305410576006, 0.8982899882810669)
(29.697914006870132, 0.8691186550015598)
(29.987285599932466, 0.9083593295488747)
(29.2318545830247, 0.8243613630205359)
(31.13244139960309, 0.92592733227803)
(29.21164807572147, 0.8084648430306264)
(32.25212624691125, 0.9168007931904799)
(30.59955601461079, 0.9059532841417731)
(31.029821864825312, 0.9153717260972349)
(29.54679845496131, 0.8080043355806587)
(29.640034908361443, 0.829290579678737)
(28.87323351727335, 0.794237750537851)
(31.018924374515656, 0.8340855774269619)
(30.789762686878824, 0.9296733589038978)
(31.227770775749125, 0.9173412377402554)
(32.92655511435479, 0.9458224004992902)
(29.671921937926772, 0.9011134473473711)
(31.27239910172009, 0.924876047002679)
(30.885403379141536, 0.9035634231592918)
(31.789330738692726, 0.9179600361295841)
(32.51930341668383, 0.9080023400898858)
(30.727076235696167, 0.935010735671378)
(28.7600863929182, 0.814748788343897)
(29.82388951686967, 0.8389249663615936)
(32.4731254078892, 0.9078897387315854)
(32.74297711810525, 0.9253938958673266)
(29.67292737092855, 0.9207749218934103)
(30.618939905071674, 0.9305990169290476)
(31.296308430909626, 0.9458194192791042)
(29.716236409894115, 0.8821720707384991)
(32.027766577776895, 0.9476071193995287)
(31.802713774638626, 0.9387431810029149)
(31.61840037479008, 0.9431685366814664)
(30.72469607932362, 0.936117254913715)
(31.340224795536397, 0.947051725715178)
(31.13950507184326, 0.937272806824745)
(30.880043907234068, 0.9307530784865846)
(31.082315272349334, 0.9281656473231001)
(28.904752604562105, 0.7741080477616803)
(29.14184981447995, 0.7960099686863965)
(29.548107601742345, 0.8725909303902918)
(29.15354766893526, 0.7974725949562653)
(31.520506753183636, 0.9333379644639802)
(32.20471868525841, 0.9185772800008003)
(30.815656300955062, 0.9353241721219069)
(29.445766427838752, 0.880372583863292)
(31.610359966967728, 0.9301311748240207)
(31.213702133304906, 0.945314450425104)
(29.080915438054046, 0.8310446846465906)
(31.327586566319678, 0.9362468100148184)
(31.726844031146165, 0.9530751930958034)
(32.224801383251034, 0.9193381966875899)
(29.504442066742467, 0.8059703147151828)
(29.185892979255446, 0.8109623919177171)
(29.705778403630482, 0.8329381037732043)
(31.882514178800285, 0.953757213221707)
(29.648742297535428, 0.8315716218990005)
(29.962970865931908, 0.9127352453562625)
(31.2851919318121, 0.9319011712634369)
(28.84513307092289, 0.7683320021458716)
(31.1154850029519, 0.9329023865903983)
(30.934550492440994, 0.9247312639604088)
(32.227531904468435, 0.918574160853432)
(29.511945059273707, 0.8080916474045767)
(31.80255512855019, 0.9446329783662627)
(30.418918591036224, 0.9110232198262073)
(29.371390666349765, 0.8844986042386402)
(29.660058031276982, 0.8322047062122909)
(29.428356161864514, 0.8611364007662898)
(31.11265524227406, 0.9254611036083755)
(30.8818246408544, 0.8241127190850841)
(32.523079417026594, 0.9112566770863201)
(29.72136777109229, 0.9209546042952793)
(31.127774534562228, 0.9276852678365877)
(29.201541961475243, 0.7874269281669295)
(29.937606574108017, 0.9076985674794051)
(29.74703366477685, 0.8545597791363516)
(30.166382357763727, 0.904455152867037)
(30.845165936536585, 0.8965249314728153)
(30.987378485620255, 0.9314138101639657)
(30.73382485097184, 0.8930034962281477)
(31.22814431076862, 0.9446303274840271)
(32.73410760532738, 0.9157458656950754)
(31.48176126877338, 0.9153741162819403)
(31.1202307631345, 0.9272016916709408)
(31.290597786400763, 0.9409278671726323)
(29.23113021011777, 0.7819840083493973)
(29.16071707901772, 0.8043654560734246)
(29.477011287713914, 0.8399273122604611)
(29.083508452532868, 0.8439834125586148)
(29.756774028497688, 0.9174031326089123)
(31.584480421083377, 0.9314152495287527)
(30.643677846347067, 0.9232009462198318)
(30.815858485438, 0.8952353287011641)
(29.517174930461923, 0.8081014385928894)
(28.99596885006586, 0.7957077090831861)
(30.898890489711412, 0.9315160391504451)
(31.905608467673435, 0.9558168914236131)
(28.845293155455632, 0.7609200773120663)
(31.117170395366443, 0.9265523581214626)
(32.021188265776146, 0.9482475590985191)
(28.858490693868898, 0.7892647653472936)
(28.728600344935384, 0.7613337353125529)
(31.02652521152274, 0.8353286209206808)
(31.66734319320375, 0.938237725734266)
(30.446457205003213, 0.8274643628749833)
(29.392905240320083, 0.832787330725922)
(28.779648880184663, 0.7720341793194616)
(31.874207471588598, 0.9476103462199992)
(30.703361314647772, 0.8920293437288107)
(30.568836733264003, 0.847711912619617)
(29.57929625838495, 0.9008162627766385)
(30.995669096281354, 0.9420181066273656)
(29.760338292068226, 0.8766576853481736)
(32.355059262836065, 0.8995979894371249)
(30.87507409098321, 0.9032438118854773)
